Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Bug type (product.metafields.shopify.bug-type),Chocolate type (product.metafields.shopify.chocolate-type),Color (product.metafields.shopify.color-pattern),Country (product.metafields.shopify.country),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary use (product.metafields.shopify.dietary-use),Dispenser type (product.metafields.shopify.dispenser-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Ingredient category (product.metafields.shopify.ingredient-category),Ingredients (product.metafields.shopify.ingredients),Lubricant application (product.metafields.shopify.lubricant-application),Material (product.metafields.shopify.material),Pasta type (product.metafields.shopify.pasta-type),Pet supply product form (product.metafields.shopify.pet-supply-product-form),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Tea input type (product.metafields.shopify.tea-input-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
genestra-c1000-120s,GENESTRA  C1000    120's,,Purity Life Health Products,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Single Vitamins,,,TRUE,Title,Default Title,,,,,,,,'328325,0,shopify,continue,manual,47.99,,TRUE,TRUE,'883196129508,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,27.9,active
advil-liqui-gel-16-capsules,Advil Liqui-Gel 16 Capsules,,Smith's Compounding Pharmacy ,Health & Beauty > Health Care > Medicine & Drugs,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,8.99,,TRUE,TRUE,'062107004909,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
zonnic-4mg-mint-green-spr-5x24-120s,ZONNIC 4MG MINT GREEN SPR 5X24 120'S,,KOHL AND FRISCH,Health & Beauty > Personal Care > Vision Care > Eyeglass Lenses,,,TRUE,Title,Default Title,,,,,,,,170303-K+F,0,shopify,continue,manual,84.99,,TRUE,TRUE,'059300574414,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,49.47,active
zonnic-4mg-mint-grey-5x24-120s,ZONNIC 4MG MINT GREY 5X24 120'S,,KOHL AND FRISCH,Health & Beauty > Personal Care > Vision Care > Eyeglass Lenses,,,TRUE,Title,Default Title,,,,,,,,'169764,0,shopify,continue,manual,84.99,,TRUE,TRUE,'059300573967,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,49.47,active
zonnic-4mg-mint-blue-pep-5x24-120s,ZONNIC 4MG MINT BLUE PEP 5X24 120'S,,KOHL AND FRISCH,Health & Beauty > Personal Care > Vision Care > Eyeglass Lenses,,,TRUE,Title,Default Title,,,,,,,,170302-K+F,0,shopify,continue,manual,84.99,,TRUE,TRUE,'059300574407,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,49.47,active
emb-ult-fine-short-ndl-1cc-30g-8mm-mfr-code-320469-10s,EMB ULT FINE SHORT NDL 1CC 30G 8MM MFR CODE 320469 10'S,,KOHL AND FRISCH,Business & Industrial > Medical > Medical Supplies > Medical Needles & Syringes > Medical Needles,,,TRUE,Title,Default Title,,,,,,,,'169996,0,shopify,continue,manual,8.99,,TRUE,TRUE,'383017046910,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.9,active
6.81E+11,BIOMED    Multi-VM   120 capsules,<p>BIOMED    Multi-VM   120 capsules</p>,Biomed,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'35011620,3269,shopify,continue,manual,52.49,62.99,TRUE,TRUE,'681207116208,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,34,active
6.81E+11,BIOMED    AstaKrill   60 gelcaps,<p>BIOMED    AstaKrill   60 gelcaps</p>,Biomed,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'35011280,3269,shopify,continue,manual,81.99,98.39,TRUE,TRUE,'681207112804,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,48.95,active
6.81E+11,BIOMED    CalMag D 1:1   240 tablets,<p>BIOMED    CalMag D 1:1   240 tablets</p>,Biomed,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'35010776,3269,shopify,continue,manual,46.99,56.39,TRUE,TRUE,'681207107763,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,27.1,active
6.81E+11,BIOMED    Berberine Phytosome   60 capsules,<p>BIOMED    Berberine Phytosome   60 capsules</p>,Biomed,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'35010290,3269,shopify,continue,manual,54.99,65.99,TRUE,TRUE,'681207102904,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,33.89,active
natural-ghee-naturel-210g,Natural Ghee Naturel 210g,<p>Natural Ghee Naturel 210g</p>,Ecoideas,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,TRUE,Title,Default Title,,,,,,,,PA-180,0,shopify,continue,manual,19.84,,TRUE,TRUE,'628693201803,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.4,active
sinfit-high-protein-macaroni-and-cheese-12-box,"SinFit High Protein Macaroni and Cheese, 12/box","<p>SinFit High Protein Macaroni and Cheese, 12/box</p>",True North Nutrition,"Food, Beverages & Tobacco > Food Items > Prepared Foods > Prepared Meals & Entrées",,,TRUE,Title,Default Title,,,,,,,,SIN120,0,shopify,continue,manual,12.78,7.99,TRUE,TRUE,'625486500419,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
8.27E+11,Omega Alpha   RegenerEQ Plus™   30 mL / 1 oz,<p>Omega Alpha   RegenerEQ Plus™   30 mL / 1 oz</p>,Omega Alpha,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'255906,3269,shopify,continue,manual,15.75,18.9,TRUE,TRUE,'826913255906,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.5,active
8.27E+11,Omega Alpha   GLS Powder (D-Glucosamine)   2 kg / 4.4 lbs,<p>Omega Alpha   GLS Powder (D-Glucosamine)   2 kg / 4.4 lbs</p>,Omega Alpha,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'254022,3269,shopify,continue,manual,102,122.4,TRUE,TRUE,'826913254022,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,68,active
8.27E+11,Omega Alpha   Disposable Syringes with Catheter Tip   12 / Pack (60 mL),<p>Omega Alpha   Disposable Syringes with Catheter Tip   12 / Pack (60 mL)</p>,Omega Alpha,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'255104,3269,shopify,continue,manual,15,18,TRUE,TRUE,'826913255104,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10,active
8.27E+11,Omega Alpha   Puppy Probiotics+™   310 g,<p>Omega Alpha   Puppy Probiotics+™   310 g</p>,Omega Alpha,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'402874,3269,shopify,continue,manual,42.75,51.3,TRUE,TRUE,'826913402874,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28.5,active
8.27E+11,Omega Alpha   Puppy Probiotics+™   150 g,<p>Omega Alpha   Puppy Probiotics+™   150 g</p>,Omega Alpha,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'402850,3269,shopify,continue,manual,25.88,31.05,TRUE,TRUE,'826913402850,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,17.25,active
california-poppy-30tablets,California Poppy 30Tablets,<p>California Poppy 30Tablets</p>,Bioforce Canada Inc.,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Herbal Supplements,,,TRUE,Title,Default Title,,,,,,,,021-300-61,0,shopify,continue,manual,34.54,21.59,TRUE,TRUE,'058854994006,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
4.02E+12,"DRESDNER ESSENZ   BATH SALT, POPPY/LAVENDER, SOOTHING 453g","<p>DRESDNER ESSENZ   BATH SALT, POPPY/LAVENDER, SOOTHING 453g</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,DRE557,3269,shopify,continue,manual,15.92,19.1,TRUE,TRUE,'4017512182236,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,9.95,active
4.90E+12,"BASICARE   SCRUNCHY, BLUE, 2PC","<p>BASICARE   SCRUNCHY, BLUE, 2PC</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3907,3269,shopify,continue,manual,4.4,5.28,TRUE,TRUE,'4895125939078,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.75,active
4.90E+12,"BASICARE   SCRUNCHY, BROWN, 2PC","<p>BASICARE   SCRUNCHY, BROWN, 2PC</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3906,3269,shopify,continue,manual,4.4,5.28,TRUE,TRUE,'4895125939061,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.75,active
4.90E+12,"BASICARE   SCRUNCHY, BLACK, 2PC","<p>BASICARE   SCRUNCHY, BLACK, 2PC</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3905,3269,shopify,continue,manual,4.4,5.28,TRUE,TRUE,'4895125939054,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.75,active
4.90E+12,"BASICARE   FLEXI-BAND, BROWN","<p>BASICARE   FLEXI-BAND, BROWN</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3904,3269,shopify,continue,manual,4,4.8,TRUE,TRUE,'4895125939047,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.5,active
4.90E+12,"BASICARE   FLEXI-BAND, BLACK","<p>BASICARE   FLEXI-BAND, BLACK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3903,3269,shopify,continue,manual,4,4.8,TRUE,TRUE,'4895125939030,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.5,active
4.90E+12,"BASICARE   KNITTED PONYTAILERS, MIX COLOR (24)","<p>BASICARE   KNITTED PONYTAILERS, MIX COLOR (24)</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3899,3269,shopify,continue,manual,4.4,5.28,TRUE,TRUE,'4895125938996,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.75,active
4.90E+12,"BASICARE   KNITTED PONYTAILERS, MIX COLOR (24)","<p>BASICARE   KNITTED PONYTAILERS, MIX COLOR (24)</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3898,3269,shopify,continue,manual,4.4,5.28,TRUE,TRUE,'4895125938989,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.75,active
4.90E+12,"BASICARE   SNAG FREE ELASTICS, MIX COLOR 12PK","<p>BASICARE   SNAG FREE ELASTICS, MIX COLOR 12PK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3896,3269,shopify,continue,manual,4.4,5.28,TRUE,TRUE,'4895125938965,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.75,active
4.90E+12,"BASICARE   HAIR ELASTICS, PASTELS, (100)","<p>BASICARE   HAIR ELASTICS, PASTELS, (100)</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3895,3269,shopify,continue,manual,2.8,3.36,TRUE,TRUE,'4895125938958,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.75,active
4.90E+12,"BASICARE   HAIR NET BUN SHAPE, BROWN 3PK","<p>BASICARE   HAIR NET BUN SHAPE, BROWN 3PK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3890,3269,shopify,continue,manual,2.4,2.88,TRUE,TRUE,'4895125938903,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.5,active
4.90E+12,"BASICARE   HAIR NET, BLONDE 2PK","<p>BASICARE   HAIR NET, BLONDE 2PK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3888,3269,shopify,continue,manual,2.4,2.88,TRUE,TRUE,'4895125938880,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.5,active
4.90E+12,"BASICARE   SIDE COMB, BLACK, 5PK","<p>BASICARE   SIDE COMB, BLACK, 5PK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3887,3269,shopify,continue,manual,2.8,3.36,TRUE,TRUE,'4895125938873,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.75,active
4.90E+12,"BASICARE   SPIRAL HAIR TIES, BLACK, 8PK","<p>BASICARE   SPIRAL HAIR TIES, BLACK, 8PK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3886,3269,shopify,continue,manual,6,7.2,TRUE,TRUE,'4895125938866,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.75,active
4.90E+12,"BASICARE   SPIRAL HAIR TIES, CLEAR, 8PK","<p>BASICARE   SPIRAL HAIR TIES, CLEAR, 8PK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3885,3269,shopify,continue,manual,6,7.2,TRUE,TRUE,'4895125938859,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.75,active
4.90E+12,"BASICARE   HAIR BANDEAU, BLACK","<p>BASICARE   HAIR BANDEAU, BLACK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3883,3269,shopify,continue,manual,3.12,3.74,TRUE,TRUE,'4895125938835,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.95,active
4.90E+12,"BASICARE   SIDE COMB, BROWN, 4PK","<p>BASICARE   SIDE COMB, BROWN, 4PK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3879,3269,shopify,continue,manual,2.8,3.36,TRUE,TRUE,'4895125938798,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.75,active
4.90E+12,BASICARE   HELIX DETANGLING BRUSH,<p>BASICARE   HELIX DETANGLING BRUSH</p>,AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3794,3269,shopify,continue,manual,12,14.4,TRUE,TRUE,'4895125937944,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,7.5,active
4.90E+12,"BASICARE   HAIR CLIP & ELASTIC SET, BLACK, 6PCS","<p>BASICARE   HAIR CLIP &amp; ELASTIC SET, BLACK, 6PCS</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3774,3269,shopify,continue,manual,2.8,3.36,TRUE,TRUE,'4895125937746,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.75,active
4.90E+12,"BASICARE   HAIR ELASTICS BLACK & CLEAR, (50)","<p>BASICARE   HAIR ELASTICS BLACK &amp; CLEAR, (50)</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3738,3269,shopify,continue,manual,2.4,2.88,TRUE,TRUE,'4895125937388,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.5,active
4.90E+12,"BASICARE   HAIR NET, BROWN 2PK","<p>BASICARE   HAIR NET, BROWN 2PK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3737,3269,shopify,continue,manual,2.4,2.88,TRUE,TRUE,'4895125937371,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.5,active
4.90E+12,"BASICARE   CLAW CLIP, FLOWER, BLACK","<p>BASICARE   CLAW CLIP, FLOWER, BLACK</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3663,3269,shopify,continue,manual,4.72,5.66,TRUE,TRUE,'4895125936633,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.95,active
4.90E+12,"BASICARE   BOBBY PINS, BROWN 5CM, (80)","<p>BASICARE   BOBBY PINS, BROWN 5CM, (80)</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3652,3269,shopify,continue,manual,5.6,6.72,TRUE,TRUE,'4895125936527,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.5,active
4.90E+12,"BASICARE   BOBBY PINS, BLACK 5CM, (80)","<p>BASICARE   BOBBY PINS, BLACK 5CM, (80)</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3651,3269,shopify,continue,manual,5.6,6.72,TRUE,TRUE,'4895125936510,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.5,active
4.90E+12,"BASICARE   BOBBY PINS, BLONDE 5CM, (80)","<p>BASICARE   BOBBY PINS, BLONDE 5CM, (80)</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BC3628,3269,shopify,continue,manual,5.6,6.72,TRUE,TRUE,'4895125936282,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.5,active
